ProductKey,StandardCost,FinishedGoodsFlag,Color,Weight,SafetyStockLevel,ReorderPoint,ListPrice,SizeRange,Size,SizeUnitMeasureCode,WeightUnitMeasureCode,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,StartDate,EndDate,Status,ProductName,SubCategory,Category
431,300.1188,TRUE,Yellow,2.26,500,375,540.7545,42-46 CM,42,CM,LB,1,R,324.4527,M,W,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",7/1/2002 00:00,6/30/2003 00:00,,"ML Road Frame-W - Yellow, 42",Road Frames,Components
433,300.1188,TRUE,Yellow,2.3,500,375,540.7545,42-46 CM,44,CM,LB,1,R,324.4527,M,W,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",7/1/2002 00:00,6/30/2003 00:00,,"ML Road Frame-W - Yellow, 44",Road Frames,Components
435,300.1188,TRUE,Yellow,2.34,500,375,540.7545,48-52 CM,48,CM,LB,1,R,324.4527,M,W,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",7/1/2002 00:00,6/30/2003 00:00,,"ML Road Frame-W - Yellow, 48",Road Frames,Components
591,308.2179,TRUE,Silver,27.35,100,75,564.99,38-40 CM,40,CM,LB,4,M,338.994,L,U,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",7/1/2003 00:00,,Current,"Mountain-500 Silver, 40",Mountain Bikes,Bikes
592,308.2179,TRUE,Silver,27.77,100,75,564.99,42-46 CM,42,CM,LB,4,M,338.994,L,U,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",7/1/2003 00:00,,Current,"Mountain-500 Silver, 42",Mountain Bikes,Bikes
593,308.2179,TRUE,Silver,28.13,100,75,564.99,42-46 CM,44,CM,LB,4,M,338.994,L,U,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",7/1/2003 00:00,,Current,"Mountain-500 Silver, 44",Mountain Bikes,Bikes
594,308.2179,TRUE,Silver,28.42,100,75,564.99,48-52 CM,48,CM,LB,4,M,338.994,L,U,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",7/1/2003 00:00,,Current,"Mountain-500 Silver, 48",Mountain Bikes,Bikes
595,308.2179,TRUE,Silver,28.68,100,75,564.99,48-52 CM,52,CM,LB,4,M,338.994,L,U,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",7/1/2003 00:00,,Current,"Mountain-500 Silver, 52",Mountain Bikes,Bikes
418,360.9428,TRUE,Yellow,2.18,500,375,594.83,38-40 CM,38,CM,LB,2,R,356.898,M,W,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",7/1/2003 00:00,,Current,"ML Road Frame-W - Yellow, 38",Road Frames,Components
430,360.9428,TRUE,Yellow,2.22,500,375,594.83,38-40 CM,40,CM,LB,1,R,356.898,M,W,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",7/1/2003 00:00,,Current,"ML Road Frame-W - Yellow, 40",Road Frames,Components
432,360.9428,TRUE,Yellow,2.26,500,375,594.83,42-46 CM,42,CM,LB,1,R,356.898,M,W,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",7/1/2003 00:00,,Current,"ML Road Frame-W - Yellow, 42",Road Frames,Components
434,360.9428,TRUE,Yellow,2.3,500,375,594.83,42-46 CM,44,CM,LB,1,R,356.898,M,W,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",7/1/2003 00:00,,Current,"ML Road Frame-W - Yellow, 44",Road Frames,Components
436,360.9428,TRUE,Yellow,2.34,500,375,594.83,48-52 CM,48,CM,LB,1,R,356.898,M,W,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",7/1/2003 00:00,,Current,"ML Road Frame-W - Yellow, 48",Road Frames,Components
274,352.1394,TRUE,Red,2.22,500,375,594.83,42-46 CM,44,CM,LB,1,R,356.898,M,U,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",7/1/2001 00:00,6/30/2002 00:00,,"ML Road Frame - Red, 44",Road Frames,Components
275,352.1394,TRUE,Red,2.26,500,375,594.83,48-52 CM,48,CM,LB,1,R,356.898,M,U,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",7/1/2001 00:00,6/30/2002 00:00,,"ML Road Frame - Red, 48",Road Frames,Components
276,352.1394,TRUE,Red,2.3,500,375,594.83,48-52 CM,52,CM,LB,1,R,356.898,M,U,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",7/1/2001 00:00,6/30/2002 00:00,,"ML Road Frame - Red, 52",Road Frames,Components
277,352.1394,TRUE,Red,2.36,500,375,594.83,54-58 CM,58,CM,LB,1,R,356.898,M,U,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",7/1/2001 00:00,6/30/2002 00:00,,"ML Road Frame - Red, 58",Road Frames,Components
278,352.1394,TRUE,Red,2.38,500,375,594.83,60-62 CM,60,CM,LB,1,R,356.898,M,U,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",7/1/2001 00:00,6/30/2002 00:00,,"ML Road Frame - Red, 60",Road Frames,Components
320,413.1463,TRUE,Red,19.79,100,75,699.0982,54-58 CM,58,CM,LB,4,R,419.4589,L,U,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",7/1/2001 00:00,6/30/2002 00:00,,"Road-650 Red, 58",Road Bikes,Bikes
322,413.1463,TRUE,Red,19.9,100,75,699.0982,60-62 CM,60,CM,LB,4,R,419.4589,L,U,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",7/1/2001 00:00,6/30/2002 00:00,,"Road-650 Red, 60",Road Bikes,Bikes
324,413.1463,TRUE,Red,20,100,75,699.0982,60-62 CM,62,CM,LB,4,R,419.4589,L,U,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",7/1/2001 00:00,6/30/2002 00:00,,"Road-650 Red, 62",Road Bikes,Bikes
326,413.1463,TRUE,Red,18.77,100,75,699.0982,42-46 CM,44,CM,LB,4,R,419.4589,L,U,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",7/1/2001 00:00,6/30/2002 00:00,,"Road-650 Red, 44",Road Bikes,Bikes
328,413.1463,TRUE,Red,19.13,100,75,699.0982,48-52 CM,48,CM,LB,4,R,419.4589,L,U,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",7/1/2001 00:00,6/30/2002 00:00,,"Road-650 Red, 48",Road Bikes,Bikes
330,413.1463,TRUE,Red,19.42,100,75,699.0982,48-52 CM,52,CM,LB,4,R,419.4589,L,U,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",7/1/2001 00:00,6/30/2002 00:00,,"Road-650 Red, 52",Road Bikes,Bikes
332,413.1463,TRUE,Black,19.79,100,75,699.0982,54-58 CM,58,CM,LB,4,R,419.4589,L,U,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",7/1/2001 00:00,6/30/2002 00:00,,"Road-650 Black, 58",Road Bikes,Bikes
334,413.1463,TRUE,Black,19.9,100,75,699.0982,60-62 CM,60,CM,LB,4,R,419.4589,L,U,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",7/1/2001 00:00,6/30/2002 00:00,,"Road-650 Black, 60",Road Bikes,Bikes
336,413.1463,TRUE,Black,20,100,75,699.0982,60-62 CM,62,CM,LB,4,R,419.4589,L,U,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",7/1/2001 00:00,6/30/2002 00:00,,"Road-650 Black, 62",Road Bikes,Bikes
338,413.1463,TRUE,Black,18.77,100,75,699.0982,42-46 CM,44,CM,LB,4,R,419.4589,L,U,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",7/1/2001 00:00,6/30/2002 00:00,,"Road-650 Black, 44",Road Bikes,Bikes
340,413.1463,TRUE,Black,19.13,100,75,699.0982,48-52 CM,48,CM,LB,4,R,419.4589,L,U,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",7/1/2001 00:00,6/30/2002 00:00,,"Road-650 Black, 48",Road Bikes,Bikes
342,413.1463,TRUE,Black,19.42,100,75,699.0982,48-52 CM,52,CM,LB,4,R,419.4589,L,U,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",7/1/2001 00:00,6/30/2002 00:00,,"Road-650 Black, 52",Road Bikes,Bikes
565,461.4448,TRUE,Blue,29.68,100,75,742.35,54-58 CM,54,CM,LB,4,T,445.41,L,U,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",7/1/2003 00:00,,Current,"Touring-3000 Blue, 54",Touring Bikes,Bikes
566,461.4448,TRUE,Blue,29.9,100,75,742.35,54-58 CM,58,CM,LB,4,T,445.41,L,U,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",7/1/2003 00:00,,Current,"Touring-3000 Blue, 58",Touring Bikes,Bikes
567,461.4448,TRUE,Blue,30,100,75,742.35,60-62 CM,62,CM,LB,4,T,445.41,L,U,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",7/1/2003 00:00,,Current,"Touring-3000 Blue, 62",Touring Bikes,Bikes
568,461.4448,TRUE,Yellow,28.77,100,75,742.35,42-46 CM,44,CM,LB,4,T,445.41,L,U,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",7/1/2003 00:00,,Current,"Touring-3000 Yellow, 44",Touring Bikes,Bikes
569,461.4448,TRUE,Yellow,29.13,100,75,742.35,48-52 CM,50,CM,LB,4,T,445.41,L,U,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",7/1/2003 00:00,,Current,"Touring-3000 Yellow, 50",Touring Bikes,Bikes
570,461.4448,TRUE,Yellow,29.42,100,75,742.35,54-58 CM,54,CM,LB,4,T,445.41,L,U,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",7/1/2003 00:00,,Current,"Touring-3000 Yellow, 54",Touring Bikes,Bikes
571,461.4448,TRUE,Yellow,29.79,100,75,742.35,54-58 CM,58,CM,LB,4,T,445.41,L,U,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",7/1/2003 00:00,,Current,"Touring-3000 Yellow, 58",Touring Bikes,Bikes
572,461.4448,TRUE,Yellow,30,100,75,742.35,60-62 CM,62,CM,LB,4,T,445.41,L,U,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",7/1/2003 00:00,,Current,"Touring-3000 Yellow, 62",Touring Bikes,Bikes
585,461.4448,TRUE,Blue,28.77,100,75,742.35,42-46 CM,44,CM,LB,4,T,445.41,L,U,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",7/1/2003 00:00,,Current,"Touring-3000 Blue, 44",Touring Bikes,Bikes
586,461.4448,TRUE,Blue,29.13,100,75,742.35,48-52 CM,50,CM,LB,4,T,445.41,L,U,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",7/1/2003 00:00,,Current,"Touring-3000 Blue, 50",Touring Bikes,Bikes
587,419.7784,TRUE,Silver,26.35,100,75,769.49,38-40 CM,38,CM,LB,4,M,461.694,M,W,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",7/1/2003 00:00,,Current,"Mountain-400-W Silver, 38",Mountain Bikes,Bikes
588,419.7784,TRUE,Silver,26.77,100,75,769.49,38-40 CM,40,CM,LB,4,M,461.694,M,W,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",7/1/2003 00:00,,Current,"Mountain-400-W Silver, 40",Mountain Bikes,Bikes
589,419.7784,TRUE,Silver,27.13,100,75,769.49,42-46 CM,42,CM,LB,4,M,461.694,M,W,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",7/1/2003 00:00,,Current,"Mountain-400-W Silver, 42",Mountain Bikes,Bikes
590,419.7784,TRUE,Silver,27.42,100,75,769.49,42-46 CM,46,CM,LB,4,M,461.694,M,W,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",7/1/2003 00:00,,Current,"Mountain-400-W Silver, 46",Mountain Bikes,Bikes
321,486.7066,TRUE,Red,19.79,100,75,782.99,54-58 CM,58,CM,LB,4,R,469.794,L,U,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",7/1/2002 00:00,6/30/2003 00:00,,"Road-650 Red, 58",Road Bikes,Bikes
323,486.7066,TRUE,Red,19.9,100,75,782.99,60-62 CM,60,CM,LB,4,R,469.794,L,U,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",7/1/2002 00:00,6/30/2003 00:00,,"Road-650 Red, 60",Road Bikes,Bikes
325,486.7066,TRUE,Red,20,100,75,782.99,60-62 CM,62,CM,LB,4,R,469.794,L,U,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",7/1/2002 00:00,6/30/2003 00:00,,"Road-650 Red, 62",Road Bikes,Bikes
327,486.7066,TRUE,Red,18.77,100,75,782.99,42-46 CM,44,CM,LB,4,R,469.794,L,U,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",7/1/2002 00:00,6/30/2003 00:00,,"Road-650 Red, 44",Road Bikes,Bikes
329,486.7066,TRUE,Red,19.13,100,75,782.99,48-52 CM,48,CM,LB,4,R,469.794,L,U,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",7/1/2002 00:00,6/30/2003 00:00,,"Road-650 Red, 48",Road Bikes,Bikes
331,486.7066,TRUE,Red,19.42,100,75,782.99,48-52 CM,52,CM,LB,4,R,469.794,L,U,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",7/1/2002 00:00,6/30/2003 00:00,,"Road-650 Red, 52",Road Bikes,Bikes
333,486.7066,TRUE,Black,19.79,100,75,782.99,54-58 CM,58,CM,LB,4,R,469.794,L,U,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",7/1/2002 00:00,6/30/2003 00:00,,"Road-650 Black, 58",Road Bikes,Bikes
335,486.7066,TRUE,Black,19.9,100,75,782.99,60-62 CM,60,CM,LB,4,R,469.794,L,U,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",7/1/2002 00:00,6/30/2003 00:00,,"Road-650 Black, 60",Road Bikes,Bikes
337,486.7066,TRUE,Black,20,100,75,782.99,60-62 CM,62,CM,LB,4,R,469.794,L,U,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",7/1/2002 00:00,6/30/2003 00:00,,"Road-650 Black, 62",Road Bikes,Bikes
339,486.7066,TRUE,Black,18.77,100,75,782.99,42-46 CM,44,CM,LB,4,R,469.794,L,U,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",7/1/2002 00:00,6/30/2003 00:00,,"Road-650 Black, 44",Road Bikes,Bikes
341,486.7066,TRUE,Black,19.13,100,75,782.99,48-52 CM,48,CM,LB,4,R,469.794,L,U,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",7/1/2002 00:00,6/30/2003 00:00,,"Road-650 Black, 48",Road Bikes,Bikes
343,486.7066,TRUE,Black,19.42,100,75,782.99,48-52 CM,52,CM,LB,4,R,469.794,L,U,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",7/1/2002 00:00,6/30/2003 00:00,,"Road-650 Black, 52",Road Bikes,Bikes
381,605.6492,TRUE,Yellow,17.35,100,75,1000.4375,38-40 CM,38,CM,LB,4,R,600.2625,M,W,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",7/1/2002 00:00,6/30/2003 00:00,,"Road-550-W Yellow, 38",Road Bikes,Bikes
383,605.6492,TRUE,Yellow,17.77,100,75,1000.4375,38-40 CM,40,CM,LB,4,R,600.2625,M,W,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",7/1/2002 00:00,6/30/2003 00:00,,"Road-550-W Yellow, 40",Road Bikes,Bikes
385,605.6492,TRUE,Yellow,18.13,100,75,1000.4375,42-46 CM,42,CM,LB,4,R,600.2625,M,W,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",7/1/2002 00:00,6/30/2003 00:00,,"Road-550-W Yellow, 42",Road Bikes,Bikes
387,605.6492,TRUE,Yellow,18.42,100,75,1000.4375,42-46 CM,44,CM,LB,4,R,600.2625,M,W,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",7/1/2002 00:00,6/30/2003 00:00,,"Road-550-W Yellow, 44",Road Bikes,Bikes
389,605.6492,TRUE,Yellow,18.68,100,75,1000.4375,48-52 CM,48,CM,LB,4,R,600.2625,M,W,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",7/1/2002 00:00,6/30/2003 00:00,,"Road-550-W Yellow, 48",Road Bikes,Bikes
492,601.7437,TRUE,Yellow,3.08,500,375,1003.91,60-62 CM,60,CM,LB,1,T,602.346,H,U,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,7/1/2003 00:00,,Current,"HL Touring Frame - Yellow, 60",Touring Frames,Components
494,601.7437,TRUE,Yellow,2.96,500,375,1003.91,42-46 CM,46,CM,LB,1,T,602.346,H,U,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,7/1/2003 00:00,,Current,"HL Touring Frame - Yellow, 46",Touring Frames,Components
495,601.7437,TRUE,Yellow,3,500,375,1003.91,48-52 CM,50,CM,LB,1,T,602.346,H,U,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,7/1/2003 00:00,,Current,"HL Touring Frame - Yellow, 50",Touring Frames,Components
496,601.7437,TRUE,Yellow,3.04,500,375,1003.91,54-58 CM,54,CM,LB,1,T,602.346,H,U,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,7/1/2003 00:00,,Current,"HL Touring Frame - Yellow, 54",Touring Frames,Components
497,601.7437,TRUE,Blue,2.96,500,375,1003.91,42-46 CM,46,CM,LB,1,T,602.346,H,U,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,7/1/2003 00:00,,Current,"HL Touring Frame - Blue, 46",Touring Frames,Components
498,601.7437,TRUE,Blue,3,500,375,1003.91,48-52 CM,50,CM,LB,1,T,602.346,H,U,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,7/1/2003 00:00,,Current,"HL Touring Frame - Blue, 50",Touring Frames,Components
499,601.7437,TRUE,Blue,3.04,500,375,1003.91,54-58 CM,54,CM,LB,1,T,602.346,H,U,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,7/1/2003 00:00,,Current,"HL Touring Frame - Blue, 54",Touring Frames,Components
500,601.7437,TRUE,Blue,3.08,500,375,1003.91,60-62 CM,60,CM,LB,1,T,602.346,H,U,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,7/1/2003 00:00,,Current,"HL Touring Frame - Blue, 60",Touring Frames,Components
364,598.4354,TRUE,Black,25.35,100,75,1079.99,38-40 CM,38,CM,LB,4,M,647.994,M,U,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,7/1/2002 00:00,6/30/2003 00:00,,"Mountain-300 Black, 38",Mountain Bikes,Bikes
365,598.4354,TRUE,Black,25.77,100,75,1079.99,38-40 CM,40,CM,LB,4,M,647.994,M,U,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,7/1/2002 00:00,6/30/2003 00:00,,"Mountain-300 Black, 40",Mountain Bikes,Bikes
366,598.4354,TRUE,Black,26.13,100,75,1079.99,42-46 CM,44,CM,LB,4,M,647.994,M,U,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,7/1/2002 00:00,6/30/2003 00:00,,"Mountain-300 Black, 44",Mountain Bikes,Bikes
367,598.4354,TRUE,Black,26.42,100,75,1079.99,48-52 CM,48,CM,LB,4,M,647.994,M,U,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,7/1/2002 00:00,6/30/2003 00:00,,"Mountain-300 Black, 48",Mountain Bikes,Bikes
382,713.0798,TRUE,Yellow,17.35,100,75,1120.49,38-40 CM,38,CM,LB,4,R,672.294,M,W,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",7/1/2003 00:00,,Current,"Road-550-W Yellow, 38",Road Bikes,Bikes
384,713.0798,TRUE,Yellow,17.77,100,75,1120.49,38-40 CM,40,CM,LB,4,R,672.294,M,W,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",7/1/2003 00:00,,Current,"Road-550-W Yellow, 40",Road Bikes,Bikes
386,713.0798,TRUE,Yellow,18.13,100,75,1120.49,42-46 CM,42,CM,LB,4,R,672.294,M,W,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",7/1/2003 00:00,,Current,"Road-550-W Yellow, 42",Road Bikes,Bikes
388,713.0798,TRUE,Yellow,18.42,100,75,1120.49,42-46 CM,44,CM,LB,4,R,672.294,M,W,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",7/1/2003 00:00,,Current,"Road-550-W Yellow, 44",Road Bikes,Bikes
390,713.0798,TRUE,Yellow,18.68,100,75,1120.49,48-52 CM,48,CM,LB,4,R,672.294,M,W,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",7/1/2003 00:00,,Current,"Road-550-W Yellow, 48",Road Bikes,Bikes
296,617.0281,TRUE,Black,2.72,500,375,1191.1739,42-46 CM,42,CM,LB,1,M,714.7043,H,U,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,7/1/2001 00:00,6/30/2002 00:00,,"HL Mountain Frame - Black, 42",Mountain Frames,Components
301,617.0281,TRUE,Black,2.84,500,375,1191.1739,42-46 CM,46,CM,LB,1,M,714.7043,H,U,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,7/1/2001 00:00,6/30/2002 00:00,,"HL Mountain Frame - Black, 46",Mountain Frames,Components
304,617.0281,TRUE,Black,2.68,500,375,1191.1739,38-40 CM,38,CM,LB,2,M,714.7043,H,U,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,7/1/2001 00:00,6/30/2002 00:00,,"HL Mountain Frame - Black, 38",Mountain Frames,Components
288,623.8403,TRUE,Silver,2.72,500,375,1204.3248,42-46 CM,42,CM,LB,1,M,722.5949,H,U,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,7/1/2001 00:00,6/30/2002 00:00,,"HL Mountain Frame - Silver, 42",Mountain Frames,Components
293,623.8403,TRUE,Silver,2.84,500,375,1204.3248,42-46 CM,46,CM,LB,1,M,722.5949,H,U,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,7/1/2001 00:00,6/30/2002 00:00,,"HL Mountain Frame - Silver, 46",Mountain Frames,Components
307,623.8403,TRUE,Silver,2.68,500,375,1204.3248,38-40 CM,38,CM,LB,2,M,722.5949,H,U,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,7/1/2001 00:00,6/30/2002 00:00,,"HL Mountain Frame - Silver, 38",Mountain Frames,Components
560,755.1508,TRUE,Blue,27.9,100,75,1214.85,60-62 CM,60,CM,LB,4,T,728.91,M,U,Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",7/1/2003 00:00,,Current,"Touring-2000 Blue, 60",Touring Bikes,Bikes
